trip_id,stop_id,stop_sequence,arrival_time,departure_time,stop_headsign,pickup_type,drop_off_type,continuous_pickup,continuous_drop_off,timepoint
D3006,DCM2,7,12:04:00,12:04:00,,,,,,
D3006,DCO2,8,12:06:00,12:06:00,,,,,,
D3006,DCP2,6,12:02:00,12:02:00,,,,,,
D3006,DD2,10,12:12:00,12:12:00,,,,,,
D3006,DGG2,4,11:58:00,11:58:00,,,,,,
D3006,DGS2,5,11:59:00,11:59:00,,,,,,
D3006,DLP1,13,12:15:00,12:15:00,,,,,,
D3006,DLSNI1,12,12:14:00,12:14:00,,,,,,
D3006,DLSNII1,11,12:13:00,12:13:00,,,,,,
D3006,DMP2,9,12:09:00,12:09:00,,,,,,
D3006,DZS2,3,11:57:00,11:57:00,,,,,,
D3006_2,145402,1,17:30:00,17:30:00,,,,,,
D3006_2,213,2,17:32:00,17:32:00,,,,,,
D3006_2,DCM2,7,17:44:00,17:44:00,,,,,,
D3006_2,DCO2,8,17:46:00,17:46:00,,,,,,
D3006_2,DCP2,6,17:42:00,17:42:00,,,,,,
D3006_2,DD2,10,17:52:00,17:52:00,,,,,,
D3006_2,DGG2,4,17:38:00,17:38:00,,,,,,
D3006_2,DGS2,5,17:39:00,17:39:00,,,,,,
D3006_2,DLP1,13,17:55:00,17:55:00,,,,,,
D3006_2,DLSNI1,12,17:54:00,17:54:00,,,,,,
D3006_2,DLSNII1,11,17:53:00,17:53:00,,,,,,
D3006_2,DMP2,9,17:49:00,17:49:00,,,,,,
D3006_2,DZS2,3,17:37:00,17:37:00,,,,,,
D4002,145401,19,05:50:00,05:50:00,,,,,,
D4002,214,18,05:48:00,05:48:00,,,,,,
D4002,DCM1,13,05:36:00,05:36:00,,,,,,
D4002,DCO1,12,05:34:00,05:34:00,,,,,,
D4002,DCP1,14,05:38:00,05:38:00,,,,,,
D4002,DD1,10,05:28:00,05:28:00,,,,,,
D4002,DGG1,16,05:42:00,05:42:00,,,,,,
D4002,DGS1,15,05:41:00,05:41:00,,,,,,
D4002,DKP4,9,05:26:00,05:26:00,,,,,,
D4002,DKR1,5,05:15:00,05:15:00,,,,,,
D4002,DLP1,0,05:00:00,05:00:00,,,,,,
D4002,DMP1,11,05:31:00,05:31:00,,,,,,
D4002,DTG1,1,05:03:00,05:03:00,,,,,,
D4002,DTR2,8,05:23:00,05:23:00,,,,,,
D4002,DWS1,2,05:05:00,05:05:00,,,,,,
D4002,DZA1,3,05:07:00,05:07:00,,,,,,
D4002,DZA2,7,05:21:00,05:21:00,,,,,,
D4002,DZAO1,4,05:09:00,05:09:00,,,,,,
D4002,DZAO2,6,05:19:00,05:19:00,,,,,,
D4002,DZS1,17,05:43:00,05:43:00,,,,,,
D4005,145402,0,06:35:00,06:35:00,,,,,,
D4005,213,1,06:37:00,06:37:00,,,,,,
D4005,DCM2,6,06:49:00,06:49:00,,,,,,
D4005,DCO2,7,06:51:00,06:51:00,,,,,,
D4005,DCP2,5,06:47:00,06:47:00,,,,,,
D4005,DD2,9,06:57:00,06:57:00,,,,,,
D4005,DGG2,3,06:43:00,06:43:00,,,,,,
D4005,DGS2,4,06:44:00,06:44:00,,,,,,
D4005,DKP3,10,06:59:00,06:59:00,,,,,,
D4005,DKR1,14,07:10:00,07:10:00,,,,,,
D4005,DLP1,19,07:25:00,07:25:00,,,,,,
D4005,DMP2,8,06:54:00,06:54:00,,,,,,
D4005,DTG2,18,07:22:00,07:22:00,,,,,,
D4005,DTR2,11,07:02:00,07:02:00,,,,,,
D4005,DWS2,17,07:20:00,07:20:00,,,,,,
D4005,DZA1,12,07:04:00,07:04:00,,,,,,
D4005,DZA2,16,07:18:00,07:18:00,,,,,,
D4005,DZAO1,13,07:06:00,07:06:00,,,,,,
D4005,DZAO2,15,07:16:00,07:16:00,,,,,,
D4005,DZS2,2,06:42:00,06:42:00,,,,,,
D4005_2,145402,0,16:10:00,16:10:00,,,,,,
D4005_2,213,1,16:12:00,16:12:00,,,,,,
D4005_2,DCM2,6,16:24:00,16:24:00,,,,,,
D4005_2,DCO2,7,16:26:00,16:26:00,,,,,,
D4005_2,DCP2,5,16:22:00,16:22:00,,,,,,
D4005_2,DD2,9,16:32:00,16:32:00,,,,,,
D4005_2,DGG2,3,16:18:00,16:18:00,,,,,,
D4005_2,DGS2,4,16:19:00,16:19:00,,,,,,
D4005_2,DKP3,10,16:34:00,16:34:00,,,,,,
D4005_2,DKR1,14,16:45:00,16:45:00,,,,,,
D4005_2,DLP1,19,17:00:00,17:00:00,,,,,,
D4005_2,DMP2,8,16:29:00,16:29:00,,,,,,
D4005_2,DTG2,18,16:57:00,16:57:00,,,,,,
D4005_2,DTR2,11,16:37:00,16:37:00,,,,,,
D4005_2,DWS2,17,16:55:00,16:55:00,,,,,,
D4005_2,DZA1,12,16:39:00,16:39:00,,,,,,
D4005_2,DZA2,16,16:53:00,16:53:00,,,,,,
D4005_2,DZAO1,13,16:41:00,16:41:00,,,,,,
D4005_2,DZAO2,15,16:51:00,16:51:00,,,,,,
D4005_2,DZS2,2,16:17:00,16:17:00,,,,,,
D5001,145401,54,05:48:00,05:48:00,,,,,,
D5001,145402,1,04:20:00,04:20:00,,,,,,
D5001,213,2,04:22:00,04:22:00,,,,,,
D5001,214,53,05:46:00,05:46:00,,,,,,
D5001,219,40,05:24:00,05:24:00,,,,,,
D5001,221,41,05:26:00,05:26:00,,,,,,
D5001,222,37,05:20:00,05:20:00,,,,,,
D5001,223,42,05:27:00,05:27:00,,,,,,
D5001,224,36,05:19:00,05:19:00,,,,,,
D5001,225,43,05:29:00,05:29:00,,,,,,
D5001,226,35,05:17:00,05:17:00,,,,,,
D5001,227,32,05:11:00,05:11:00,,,,,,
D5001,228,34,05:15:00,05:15:00,,,,,,
D5001,229,33,05:13:00,05:13:00,,,,,,
D5001,DCM2,7,04:31:00,04:31:00,,,,,,
D5001,DCO2,8,04:33:00,04:33:00,,,,,,
D5001,DCP2,6,04:29:00,04:29:00,,,,,,
D5001,DD1,17,04:49:00,04:49:00,,,,,,
D5001,DD5,18,04:50:00,04:50:00,,,,,,
D5001,DDO1,19,04:51:00,04:51:00,,,,,,
D5001,DDP1,21,04:54:00,04:54:00,,,,,,
D5001,DDS1,20,04:52:00,04:52:00,,,,,,
D5001,DDS2,22,04:56:00,04:56:00,,,,,,
D5001,DGG1,51,05:42:00,05:42:00,,,,,,
D5001,DGG2,4,04:26:00,04:26:00,,,,,,
D5001,DGS1,50,05:41:00,05:41:00,,,,,,
D5001,DGS2,5,04:27:00,04:27:00,,,,,,
D5001,DGSK1,49,05:39:00,05:39:00,,,,,,
D5001,DGSZ1,48,05:38:00,05:38:00,,,,,,
D5001,DJS3,44,05:31:00,05:31:00,,,,,,
D5001,DK01,26,05:01:00,05:01:00,,,,,,
D5001,DK03,30,05:07:00,05:07:00,,,,,,
D5001,DK1,47,05:37:00,05:37:00,,,,,,
D5001,DKLP1,39,05:23:00,05:23:00,,,,,,
D5001,DKO3,38,05:22:00,05:22:00,,,,,,
D5001,DKP3,10,04:37:00,04:37:00,,,,,,
D5001,DL1,31,05:09:00,05:09:00,,,,,,
D5001,DLK1,45,05:33:00,05:33:00,,,,,,
D5001,DLP1,14,04:45:00,04:45:00,,,,,,
D5001,DLSNI2,15,04:47:00,04:47:00,,,,,,
D5001,DLSNII2,16,04:48:00,04:48:00,,,,,,
D5001,DM1,23,04:57:00,04:57:00,,,,,,
D5001,DMP3,9,04:35:00,04:35:00,,,,,,
D5001,DMR1,25,04:59:00,04:59:00,,,,,,
D5001,DMS1,24,04:58:00,04:58:00,,,,,,
D5001,DO1,46,05:35:00,05:35:00,,,,,,
D5001,DSK1,28,05:04:00,05:04:00,,,,,,
D5001,DSKR1,27,05:03:00,05:03:00,,,,,,
D5001,DSKR2,29,05:05:00,05:05:00,,,,,,
D5001,DTG2,13,04:43:00,04:43:00,,,,,,
D5001,DTR2,11,04:39:00,04:39:00,,,,,,
D5001,DWS2,12,04:41:00,04:41:00,,,,,,
D5001,DZS1,52,05:43:00,05:43:00,,,,,,
D5001,DZS2,3,04:25:00,04:25:00,,,,,,
D5003,145401,54,08:29:00,08:29:00,,,,,,
D5003,145402,1,07:00:00,07:00:00,,,,,,
D5003,213,2,07:02:00,07:02:00,,,,,,
D5003,214,53,08:27:00,08:27:00,,,,,,
D5003,219,40,08:05:00,08:05:00,,,,,,
D5003,221,41,08:07:00,08:07:00,,,,,,
D5003,222,37,08:01:00,08:01:00,,,,,,
D5003,223,42,08:08:00,08:08:00,,,,,,
D5003,224,36,08:00:00,08:00:00,,,,,,
D5003,225,43,08:10:00,08:10:00,,,,,,
D5003,226,35,07:58:00,07:58:00,,,,,,
D5003,227,32,07:52:00,07:52:00,,,,,,
D5003,228,34,07:56:00,07:56:00,,,,,,
D5003,229,33,07:54:00,07:54:00,,,,,,
D5003,DCM2,7,07:11:00,07:11:00,,,,,,
D5003,DCO2,8,07:13:00,07:13:00,,,,,,
D5003,DCP2,6,07:09:00,07:09:00,,,,,,
D5003,DD1,17,07:30:00,07:30:00,,,,,,
D5003,DD5,18,07:31:00,07:31:00,,,,,,
D5003,DDO1,19,07:32:00,07:32:00,,,,,,
D5003,DDP1,21,07:35:00,07:35:00,,,,,,
D5003,DDS1,20,07:33:00,07:33:00,,,,,,
D5003,DDS2,22,07:37:00,07:37:00,,,,,,
D5003,DGG1,51,08:23:00,08:23:00,,,,,,
D5003,DGG2,4,07:06:00,07:06:00,,,,,,
D5003,DGS1,50,08:22:00,08:22:00,,,,,,
D5003,DGS2,5,07:07:00,07:07:00,,,,,,
D5003,DGSK1,49,08:20:00,08:20:00,,,,,,
D5003,DGSZ1,48,08:19:00,08:19:00,,,,,,
D5003,DJS3,44,08:12:00,08:12:00,,,,,,
D5003,DK01,26,07:42:00,07:42:00,,,,,,
D5003,DK03,30,07:48:00,07:48:00,,,,,,
D5003,DK1,47,08:18:00,08:18:00,,,,,,
D5003,DKLP1,39,08:04:00,08:04:00,,,,,,
D5003,DKO3,38,08:03:00,08:03:00,,,,,,
D5003,DKP3,10,07:17:00,07:17:00,,,,,,
D5003,DL1,31,07:50:00,07:50:00,,,,,,
D5003,DLK1,45,08:14:00,08:14:00,,,,,,
D5003,DLP1,14,07:26:00,07:26:00,,,,,,
D5003,DLSNI2,15,07:28:00,07:28:00,,,,,,
D5003,DLSNII2,16,07:29:00,07:29:00,,,,,,
D5003,DM1,23,07:38:00,07:38:00,,,,,,
D5003,DMP3,9,07:15:00,07:15:00,,,,,,
D5003,DMR1,25,07:40:00,07:40:00,,,,,,
D5003,DMS1,24,07:39:00,07:39:00,,,,,,
D5003,DO1,46,08:16:00,08:16:00,,,,,,
D5003,DSK1,28,07:45:00,07:45:00,,,,,,
D5003,DSKR1,27,07:44:00,07:44:00,,,,,,
D5003,DSKR2,29,07:46:00,07:46:00,,,,,,
D5003,DTG2,13,07:24:00,07:24:00,,,,,,
D5003,DTR2,11,07:19:00,07:19:00,,,,,,
D5003,DWS2,12,07:22:00,07:22:00,,,,,,
D5003,DZS1,52,08:24:00,08:24:00,,,,,,
D5003,DZS2,3,07:05:00,07:05:00,,,,,,
D5004,145401,54,08:09:00,08:09:00,,,,,,
D5004,145402,1,07:00:00,07:00:00,,,,,,
D5004,213,2,07:02:00,07:02:00,,,,,,
D5004,214,53,08:07:00,08:07:00,,,,,,
D5004,DCM2,7,07:11:00,07:11:00,,,,,,
D5004,DCO2,8,07:13:00,07:13:00,,,,,,
D5004,DCP2,6,07:09:00,07:09:00,,,,,,
D5004,DD1,17,07:30:00,07:30:00,,,,,,
D5004,DD5,18,07:31:00,07:31:00,,,,,,
D5004,DDO1,19,07:32:00,07:32:00,,,,,,
D5004,DDP1,21,07:35:00,07:35:00,,,,,,
D5004,DDS1,20,07:33:00,07:33:00,,,,,,
D5004,DDS2,22,07:37:00,07:37:00,,,,,,
D5004,DGG1,51,08:03:00,08:03:00,,,,,,
D5004,DGG2,4,07:06:00,07:06:00,,,,,,
D5004,DGS1,50,08:02:00,08:02:00,,,,,,
D5004,DGS2,5,07:07:00,07:07:00,,,,,,
D5004,DGSK1,49,08:00:00,08:00:00,,,,,,
D5004,DGSZ1,48,07:59:00,07:59:00,,,,,,
D5004,DJS3,44,07:52:00,07:52:00,,,,,,
D5004,DK01,26,07:42:00,07:42:00,,,,,,
D5004,DK03,30,07:48:00,07:48:00,,,,,,
D5004,DK1,47,07:58:00,07:58:00,,,,,,
D5004,DKP3,10,07:17:00,07:17:00,,,,,,
D5004,DL1,31,07:50:00,07:50:00,,,,,,
D5004,DLK1,45,07:54:00,07:54:00,,,,,,
D5004,DLP1,14,07:27:00,07:27:00,,,,,,
D5004,DLSNI2,15,07:28:00,07:28:00,,,,,,
D5004,DLSNII2,16,07:29:00,07:29:00,,,,,,
D5004,DM1,23,07:38:00,07:38:00,,,,,,
D5004,DMP3,9,07:15:00,07:15:00,,,,,,
D5004,DMR1,25,07:40:00,07:40:00,,,,,,
D5004,DMS1,24,07:39:00,07:39:00,,,,,,
D5004,DO1,46,07:56:00,07:56:00,,,,,,
D5004,DSK1,28,07:45:00,07:45:00,,,,,,
D5004,DSKR1,27,07:44:00,07:44:00,,,,,,
D5004,DSKR2,29,07:46:00,07:46:00,,,,,,
D5004,DTG2,13,07:24:00,07:24:00,,,,,,
D5004,DTR2,11,07:19:00,07:19:00,,,,,,
D5004,DWS2,12,07:22:00,07:22:00,,,,,,
D5004,DZS1,52,08:04:00,08:04:00,,,,,,
D5004,DZS2,3,07:05:00,07:05:00,,,,,,
D5005,145401,54,17:29:00,17:29:00,,,,,,
D5005,145402,1,16:00:00,16:00:00,,,,,,
D5005,213,2,16:02:00,16:02:00,,,,,,
D5005,214,53,17:27:00,17:27:00,,,,,,
D5005,219,40,17:05:00,17:05:00,,,,,,
D5005,221,41,17:07:00,17:07:00,,,,,,
D5005,222,37,17:01:00,17:01:00,,,,,,
D5005,223,42,17:08:00,17:08:00,,,,,,
D5005,224,36,17:00:00,17:00:00,,,,,,
D5005,225,43,17:10:00,17:10:00,,,,,,
D5005,226,35,16:58:00,16:58:00,,,,,,
D5005,227,32,16:52:00,16:52:00,,,,,,
D5005,228,34,16:56:00,16:56:00,,,,,,
D5005,229,33,16:54:00,16:54:00,,,,,,
D5005,DCM2,7,16:11:00,16:11:00,,,,,,
D5005,DCO2,8,16:13:00,16:13:00,,,,,,
D5005,DCP2,6,16:09:00,16:09:00,,,,,,
D5005,DD1,17,16:30:00,16:30:00,,,,,,
D5005,DD5,18,16:31:00,16:31:00,,,,,,
D5005,DDO1,19,16:32:00,16:32:00,,,,,,
D5005,DDP1,21,16:35:00,16:35:00,,,,,,
D5005,DDS1,20,16:33:00,16:33:00,,,,,,
D5005,DDS2,22,16:37:00,16:37:00,,,,,,
D5005,DGG1,51,17:23:00,17:23:00,,,,,,
D5005,DGG2,4,16:06:00,16:06:00,,,,,,
D5005,DGS1,50,17:22:00,17:22:00,,,,,,
D5005,DGS2,5,16:07:00,16:07:00,,,,,,
D5005,DGSK1,49,17:20:00,17:20:00,,,,,,
D5005,DGSZ1,48,17:19:00,17:19:00,,,,,,
D5005,DJS3,44,17:12:00,17:12:00,,,,,,
D5005,DK01,26,16:42:00,16:42:00,,,,,,
D5005,DK03,30,16:48:00,16:48:00,,,,,,
D5005,DK1,47,17:18:00,17:18:00,,,,,,
D5005,DKLP1,39,17:04:00,17:04:00,,,,,,
D5005,DKO3,38,17:03:00,17:03:00,,,,,,
D5005,DKP3,10,16:17:00,16:17:00,,,,,,
D5005,DL1,31,16:50:00,16:50:00,,,,,,
D5005,DLK1,45,17:14:00,17:14:00,,,,,,
D5005,DLP1,14,16:26:00,16:26:00,,,,,,
D5005,DLSNI2,15,16:28:00,16:28:00,,,,,,
D5005,DLSNII2,16,16:29:00,16:29:00,,,,,,
D5005,DM1,23,16:38:00,16:38:00,,,,,,
D5005,DMP3,9,16:15:00,16:15:00,,,,,,
D5005,DMR1,25,16:40:00,16:40:00,,,,,,
D5005,DMS1,24,16:39:00,16:39:00,,,,,,
D5005,DO1,46,17:16:00,17:16:00,,,,,,
D5005,DSK1,28,16:45:00,16:45:00,,,,,,
D5005,DSKR1,27,16:44:00,16:44:00,,,,,,
D5005,DSKR2,29,16:46:00,16:46:00,,,,,,
D5005,DTG2,13,16:24:00,16:24:00,,,,,,
D5005,DTR2,11,16:19:00,16:19:00,,,,,,
D5005,DWS2,12,16:22:00,16:22:00,,,,,,
D5005,DZS1,52,17:24:00,17:24:00,,,,,,
D5005,DZS2,3,16:05:00,16:05:00,,,,,,
D5006,145401,54,21:49:00,21:49:00,,,,,,
D5006,145402,1,20:40:00,20:40:00,,,,,,
D5006,213,2,20:42:00,20:42:00,,,,,,
D5006,214,53,21:47:00,21:47:00,,,,,,
D5006,DCM2,7,20:51:00,20:51:00,,,,,,
D5006,DCO2,8,20:53:00,20:53:00,,,,,,
D5006,DCP2,6,20:49:00,20:49:00,,,,,,
D5006,DD1,17,21:10:00,21:10:00,,,,,,
D5006,DD5,18,21:11:00,21:11:00,,,,,,
D5006,DDO1,19,21:12:00,21:12:00,,,,,,
D5006,DDP1,21,21:15:00,21:15:00,,,,,,
D5006,DDS1,20,21:13:00,21:13:00,,,,,,
D5006,DDS2,22,21:17:00,21:17:00,,,,,,
D5006,DGG1,51,21:43:00,21:43:00,,,,,,
D5006,DGG2,4,20:46:00,20:46:00,,,,,,
D5006,DGS1,50,21:42:00,21:42:00,,,,,,
D5006,DGS2,5,20:47:00,20:47:00,,,,,,
D5006,DGSK1,49,21:40:00,21:40:00,,,,,,
D5006,DGSZ1,48,21:39:00,21:39:00,,,,,,
D5006,DJS3,44,21:32:00,21:32:00,,,,,,
D5006,DK01,26,21:22:00,21:22:00,,,,,,
D5006,DK03,30,21:28:00,21:28:00,,,,,,
D5006,DK1,47,21:38:00,21:38:00,,,,,,
D5006,DKP3,10,20:57:00,20:57:00,,,,,,
D5006,DL1,31,21:30:00,21:30:00,,,,,,
D5006,DLK1,45,21:34:00,21:34:00,,,,,,
D5006,DLP1,14,21:07:00,21:07:00,,,,,,
D5006,DLSNI2,15,21:08:00,21:08:00,,,,,,
D5006,DLSNII2,16,21:09:00,21:09:00,,,,,,
D5006,DM1,23,21:18:00,21:18:00,,,,,,
D5006,DMP3,9,20:55:00,20:55:00,,,,,,
D5006,DMR1,25,21:20:00,21:20:00,,,,,,
D5006,DMS1,24,21:19:00,21:19:00,,,,,,
D5006,DO1,46,21:36:00,21:36:00,,,,,,
D5006,DSK1,28,21:25:00,21:25:00,,,,,,
D5006,DSKR1,27,21:24:00,21:24:00,,,,,,
D5006,DSKR2,29,21:26:00,21:26:00,,,,,,
D5006,DTG2,13,21:04:00,21:04:00,,,,,,
D5006,DTR2,11,20:59:00,20:59:00,,,,,,
D5006,DWS2,12,21:02:00,21:02:00,,,,,,
D5006,DZS1,52,21:44:00,21:44:00,,,,,,
D5006,DZS2,3,20:45:00,20:45:00,,,,,,
D5007,145401,54,24:09:00,24:09:00,,,,,,
D5007,145402,1,22:40:00,22:40:00,,,,,,
D5007,213,2,22:42:00,22:42:00,,,,,,
D5007,214,53,24:07:00,24:07:00,,,,,,
D5007,219,40,23:45:00,23:45:00,,,,,,
D5007,221,41,23:47:00,23:47:00,,,,,,
D5007,222,37,23:41:00,23:41:00,,,,,,
D5007,223,42,23:48:00,23:48:00,,,,,,
D5007,224,36,23:40:00,23:40:00,,,,,,
D5007,225,43,23:50:00,23:50:00,,,,,,
D5007,226,35,23:38:00,23:38:00,,,,,,
D5007,227,32,23:32:00,23:32:00,,,,,,
D5007,228,34,23:36:00,23:36:00,,,,,,
D5007,229,33,23:34:00,23:34:00,,,,,,
D5007,DCM2,7,22:51:00,22:51:00,,,,,,
D5007,DCO2,8,22:53:00,22:53:00,,,,,,
D5007,DCP2,6,22:49:00,22:49:00,,,,,,
D5007,DD1,17,23:10:00,23:10:00,,,,,,
D5007,DD5,18,23:11:00,23:11:00,,,,,,
D5007,DDO1,19,23:12:00,23:12:00,,,,,,
D5007,DDP1,21,23:15:00,23:15:00,,,,,,
D5007,DDS1,20,23:13:00,23:13:00,,,,,,
D5007,DDS2,22,23:17:00,23:17:00,,,,,,
D5007,DGG1,51,24:03:00,24:03:00,,,,,,
D5007,DGG2,4,22:46:00,22:46:00,,,,,,
D5007,DGS1,50,24:02:00,24:02:00,,,,,,
D5007,DGS2,5,22:47:00,22:47:00,,,,,,
D5007,DGSK1,49,24:00:00,24:00:00,,,,,,
D5007,DGSZ1,48,23:59:00,23:59:00,,,,,,
D5007,DJS3,44,23:52:00,23:52:00,,,,,,
D5007,DK01,26,23:22:00,23:22:00,,,,,,
D5007,DK03,30,23:28:00,23:28:00,,,,,,
D5007,DK1,47,23:58:00,23:58:00,,,,,,
D5007,DKLP1,39,23:44:00,23:44:00,,,,,,
D5007,DKO3,38,23:43:00,23:43:00,,,,,,
D5007,DKP3,10,22:57:00,22:57:00,,,,,,
D5007,DL1,31,23:30:00,23:30:00,,,,,,
D5007,DLK1,45,23:54:00,23:54:00,,,,,,
D5007,DLP1,14,23:06:00,23:06:00,,,,,,
D5007,DLSNI2,15,23:08:00,23:08:00,,,,,,
D5007,DLSNII2,16,23:09:00,23:09:00,,,,,,
D5007,DM1,23,23:18:00,23:18:00,,,,,,
D5007,DMP3,9,22:55:00,22:55:00,,,,,,
D5007,DMR1,25,23:20:00,23:20:00,,,,,,
D5007,DMS1,24,23:19:00,23:19:00,,,,,,
D5007,DO1,46,23:56:00,23:56:00,,,,,,
D5007,DSK1,28,23:25:00,23:25:00,,,,,,
D5007,DSKR1,27,23:24:00,23:24:00,,,,,,
D5007,DSKR2,29,23:26:00,23:26:00,,,,,,
D5007,DTG2,13,23:04:00,23:04:00,,,,,,
D5007,DTR2,11,22:59:00,22:59:00,,,,,,
D5007,DWS2,12,23:02:00,23:02:00,,,,,,
D5007,DZS1,52,24:04:00,24:04:00,,,,,,
D5007,DZS2,3,22:45:00,22:45:00,,,,,,
D5008,145401,42,13:09:00,13:09:00,,,,,,
D5008,145402,1,12:00:00,12:00:00,,,,,,
D5008,213,2,12:02:00,12:02:00,,,,,,
D5008,214,41,13:07:00,13:07:00,,,,,,
D5008,DCM1,36,12:58:00,12:58:00,,,,,,
D5008,DCO1,35,12:56:00,12:56:00,,,,,,
D5008,DCP1,37,13:00:00,13:00:00,,,,,,
D5008,DD2,26,12:39:00,12:39:00,,,,,,
D5008,DD6,25,12:38:00,12:38:00,,,,,,
D5008,DDO2,24,12:37:00,12:37:00,,,,,,
D5008,DDP1,22,12:34:00,12:34:00,,,,,,
D5008,DDS1,21,12:32:00,12:32:00,,,,,,
D5008,DDS2,23,12:36:00,12:36:00,,,,,,
D5008,DGG1,39,13:03:00,13:03:00,,,,,,
D5008,DGG2,4,12:06:00,12:06:00,,,,,,
D5008,DGS1,38,13:02:00,13:02:00,,,,,,
D5008,DGS2,5,12:07:00,12:07:00,,,,,,
D5008,DGSK2,6,12:09:00,12:09:00,,,,,,
D5008,DGSZ2,7,12:10:00,12:10:00,,,,,,
D5008,DJS4,11,12:17:00,12:17:00,,,,,,
D5008,DK01,13,12:21:00,12:21:00,,,,,,
D5008,DK02,17,12:27:00,12:27:00,,,,,,
D5008,DK2,8,12:11:00,12:11:00,,,,,,
D5008,DKP1,33,12:52:00,12:52:00,,,,,,
D5008,DL2,12,12:19:00,12:19:00,,,,,,
D5008,DLK2,10,12:15:00,12:15:00,,,,,,
D5008,DLP1,29,12:42:00,12:42:00,,,,,,
D5008,DLSNI1,28,12:41:00,12:41:00,,,,,,
D5008,DLSNII1,27,12:40:00,12:40:00,,,,,,
D5008,DM2,20,12:31:00,12:31:00,,,,,,
D5008,DMP1,34,12:54:00,12:54:00,,,,,,
D5008,DMR2,18,12:29:00,12:29:00,,,,,,
D5008,DMS2,19,12:30:00,12:30:00,,,,,,
D5008,DO2,9,12:13:00,12:13:00,,,,,,
D5008,DSK1,15,12:24:00,12:24:00,,,,,,
D5008,DSKR1,14,12:23:00,12:23:00,,,,,,
D5008,DSKR2,16,12:25:00,12:25:00,,,,,,
D5008,DTG1,30,12:45:00,12:45:00,,,,,,
D5008,DTR2,32,12:50:00,12:50:00,,,,,,
D5008,DWS1,31,12:47:00,12:47:00,,,,,,
D5008,DZS1,40,13:04:00,13:04:00,,,,,,
D5008,DZS2,3,12:05:00,12:05:00,,,,,,
D5009,145401,54,13:29:00,13:29:00,,,,,,
D5009,145402,1,12:00:00,12:00:00,,,,,,
D5009,213,2,12:02:00,12:02:00,,,,,,
D5009,214,53,13:27:00,13:27:00,,,,,,
D5009,219,17,12:26:00,12:26:00,,,,,,
D5009,221,18,12:28:00,12:28:00,,,,,,
D5009,222,14,12:22:00,12:22:00,,,,,,
D5009,223,19,12:29:00,12:29:00,,,,,,
D5009,224,13,12:21:00,12:21:00,,,,,,
D5009,225,20,12:31:00,12:31:00,,,,,,
D5009,226,12,12:19:00,12:19:00,,,,,,
D5009,227,21,12:33:00,12:33:00,,,,,,
D5009,228,23,12:37:00,12:37:00,,,,,,
D5009,229,22,12:35:00,12:35:00,,,,,,
D5009,DCM1,48,13:18:00,13:18:00,,,,,,
D5009,DCO1,47,13:16:00,13:16:00,,,,,,
D5009,DCP1,49,13:20:00,13:20:00,,,,,,
D5009,DD2,38,12:59:00,12:59:00,,,,,,
D5009,DD6,37,12:58:00,12:58:00,,,,,,
D5009,DDO2,36,12:57:00,12:57:00,,,,,,
D5009,DDP1,34,12:54:00,12:54:00,,,,,,
D5009,DDS1,33,12:52:00,12:52:00,,,,,,
D5009,DDS2,35,12:56:00,12:56:00,,,,,,
D5009,DGG1,51,13:23:00,13:23:00,,,,,,
D5009,DGG2,4,12:06:00,12:06:00,,,,,,
D5009,DGS1,50,13:22:00,13:22:00,,,,,,
D5009,DGS2,5,12:07:00,12:07:00,,,,,,
D5009,DGSK2,6,12:09:00,12:09:00,,,,,,
D5009,DGSZ2,7,12:10:00,12:10:00,,,,,,
D5009,DJS4,11,12:17:00,12:17:00,,,,,,
D5009,DK01,25,12:41:00,12:41:00,,,,,,
D5009,DK02,29,12:47:00,12:47:00,,,,,,
D5009,DK2,8,12:11:00,12:11:00,,,,,,
D5009,DKLP1,16,12:25:00,12:25:00,,,,,,
D5009,DKO3,15,12:24:00,12:24:00,,,,,,
D5009,DKP1,45,13:12:00,13:12:00,,,,,,
D5009,DL2,24,12:39:00,12:39:00,,,,,,
D5009,DLK2,10,12:15:00,12:15:00,,,,,,
D5009,DLP1,41,13:02:00,13:02:00,,,,,,
D5009,DLSNI1,40,13:01:00,13:01:00,,,,,,
D5009,DLSNII1,39,13:00:00,13:00:00,,,,,,
D5009,DM2,32,12:51:00,12:51:00,,,,,,
D5009,DMP1,46,13:14:00,13:14:00,,,,,,
D5009,DMR2,30,12:49:00,12:49:00,,,,,,
D5009,DMS2,31,12:50:00,12:50:00,,,,,,
D5009,DO2,9,12:13:00,12:13:00,,,,,,
D5009,DSK1,27,12:44:00,12:44:00,,,,,,
D5009,DSKR1,26,12:43:00,12:43:00,,,,,,
D5009,DSKR2,28,12:45:00,12:45:00,,,,,,
D5009,DTG1,42,13:05:00,13:05:00,,,,,,
D5009,DTR2,44,13:10:00,13:10:00,,,,,,
D5009,DWS1,43,13:07:00,13:07:00,,,,,,
D5009,DZS1,52,13:24:00,13:24:00,,,,,,
D5009,DZS2,3,12:05:00,12:05:00,,,,,,
